text,stars
"We frequent Antonio's on a regular basis, and they are hands down the best pizza-by-the-slice in town! \n\nThey make a variety of unique and creative pizzas- that are always served fresh. Spicy Beef Taco, Chicken Florentine, and Chicken, Bacon, Ranch- just to name a few. My go-to slice is the Chicken Quesadilla! Absolutely delish!",5
"A GREAT value for your money IF you get the rennovated rooms in tower 2.\nHowever, the casino and the buffet are pretty disappointing. My advice is to get your room here and expect to party elsewhere.",2
Very slow -- even without a lot of customers -- and very disorganized. You can't pay with the Starbucks app -- they have to take your phone and key in the number by hand!,2
"I went here with a few friends and I was expecting great service, but instead I received really horrible service. Felipe was our server but he was also the bartender for the whole bar. Needless to say, we got our drinks after 20 minutes of waiting. The appetizer didn't arrive until our food did which was 30 minutes later. I will not be back here. The food was really good, but because of the service I won't be back. If you go there make sure you're not very hungry so you won't mind the long wait.",1
"For the good: beer is cold, great TV's and the food is not bad BUT for the service OMG every single time it gets worse and worse. It is TERRIBLE and every time we go there are new servers. I have been told many times the turnover of employees is because the management is awful and they treat their employees BAD!!!!! Time to STOP supporting This place especially because there are SO many great sports bars with great staff!!!!!",2
"Expensive but terrible food! The lamb pasta recommend to me tasted worse than the lamb I could get from a mediocre Indian fast food restaurant, and the noodle need to be boiled longer. The restaurant right next to it is much better",1
"Same story as everybody else. Waiting in a really long line, and only 2 attendants. They must not care too much about customer service around here.",1
I don't eat here but my girls need a little KFC fix every once and awhile. This location is close to my house so that is where I take them. could use a little fixing up inside and let's be honest it is KFC. Sometimes girls get chicken that should have been tossed but for the most part they are happy with their food.,2
"Pretty cool Sports Bar full of sports paraphernalia and several TV.s that play several sports at the same time which is cool when you want to watch more than one game at a time. \nService was decent, coffee fresh but strong(had to double creamed it) and drink I ordered mix well.\n\nAll in all if there was a game I'd want to watch and hang with friends, I'd definitely consider going to Champs",3
First they brought out bread. The bread was good however it was cold and not warm which is a minus. the second thing I ordered was the butternut squash soup which was incredible and I highly recommend. Next I had the mahi-mahi fish tacos the mango salsa on top made them very good. The only disappointment was the side slaw salad which virtually has no taste I had to finally add salt to find if there was any flavor or not,4
"Fun atmosphere, amazing chocolate, small portions.\n\nI was almost shocked by the food being so small, I understand the smaller portions are healthier, but when you are coming to a restaurant that is famous for their chocolate and desserts, you obviously aren't on a diet. Although the portions were stingy, the food was wonderful, service was great, and I plan on going back!",4
I love shopping at Costco. Great prices and the best bakery. Only down side is when I went to get something to eat there the woman behind the counter was yelling at us and rolled her eyes when we said we needed a minute. There was nobody behind us in line. No need for the attitude,3
"The BBQ is \""ok\"" I was a little disappointed after eating here. I was visiting from Georgia. Now follow me when I say, \""the people are nice, but the service was lousy!\"" I believed I asked three different waiters the same question and never got an answer. I just gave up. If they are busy, prep to wait. The friend pickles were good and so was my salad. If you love and know your bbq, this isn't the place. If you want a tourist kind of place to eat, this is for you.",3
pros:\nThey showed up on time\n\ncons:\nThey took 5.25 hours to LOAD my PODS (I did 95% of the packing before hand). It should have taken them 3 hours to do that work. And they charged me $446 in materials!! So todays damage was $1150. Buyer beware.,2
"Tourist spot only. Unless you're there for the deep fried twinkies/oreos.\n\nIf you're gunna stay overnight, I'd recommend the Golden Nugget. It looks awesome inside. & they've got a beautiful swimming pool for lounging & eating.",3
"Yeah, I eat at McDonald's. What of it? I am hooked on breakfast sandwiches, okay? Leave me alone. I don't care if it's a $20 breakfast sandwich from room service or a $3 sandwich from McDonald's. Addicted.\n\nThis particular McDonald's is in a gas station, which is pretty dope. And this is a good stop if you're headed to Lee Canyon for skiing.\n\nFish tank! There is one at this McDonald's. Say again, fish tank!",2
Over-rated in a town where you can get better buffet food at a much lower cost. Long lines are not worth the wait. Look elsewhere,3
"Nice outdoor patio but it was cold when we went so we opted for a nice cozy seat inside. Nice menu and healthy selections ..+ and + !\nHummus, ;lettuce wraps, shrimp, veggies, cheese... we ordered so much food between two ppl even the waiter asked when the last time we ate was...lol we had the munchies what can i say :)\n\nQuick service and the bill didn't hurt too much either.... check it out for apps and drinks!!",4
"The food was great and the atmosphere was fun however I took one sip of my beer and noticed an irony taste in my mouth then noticed something crunchy in my teeth. The beer had chipped shards of glass in it! When I brought it to the attention of the manager he basically called me a liar saying, \""That's so weird because the bottle doesn't look chipped to me.\"" I had the glass in my hand!He replaced the bottle but nothing else was done about my glass filled mouth.",2
"Sunday brunch at Sunset Grille is A-OK. \n\nThis was my first visit since it was converted from Las Ramblas and the decoration is pretty much the same except that they mounted a few TVs up on the walls and some random jerseys. \n\nThe complementary donut fritters that are delicious. The menu is fine - I would have liked a little more variety. When we did get our food, it was OK. The service, nice enough.",3
"This place does not have management? ! They were busy as hell,and slow,slow,slow,slow that was just killing me,I love the bread it is really good but personal it slow .I give 5 start for the bakery and 0000000 start for the SLOW SLOW Employees, and instead of helping to ring up the costumers they were doing other stuff and OWNER PUT ATTENTION TO YOUR BUSINESS!",2
This place is the best nail salon when it comes to nail art. Lilly is extremely talented and I highly recommend her. I drive from the other side of town to this place. I also had a great pedicure that came with paraffin wax.,5
Food is great. High end sushi. Josh the mgr hooked us up with a few apps on the house. Bad part: Our server was terrible. Christy or something like that. She needs to go work at Denny's with an attitude like that. Won't be going back.,2
"I thoroughly enjoyed this place. Really nice people run the place and it's relatively inexpensive. I had the pad see ew, the mint chicken and the tom yum soup. Their soup is probably the best tom yum I have had in town.",4
"I have been to this restaurant dozens of times throughout the years. I find the steaks are always good, but the seafood is really hit or miss. Was there yesterday and my lobster was totally over cooked. It was like complete rubber. It was barely edible. I should have known better to order it there, but I love surf and turf so I gave it a shot. Very disappointing.",2
"If you like the early 1960s you will love this place if not stay away! Food was average minus, walls were very dirty, service decent. Would not recommend this restaurant to anyone. I was told this restaurant was like Ruth Chris, don't believe it! Stay away.",2
"I have no real complaints about this buffet. It was decent (way better than the buffet at the Luxor, even though the food was similar). I wouldn't seek this one out, but if you are staying here, then it's worth the convenience for breakfast.",3
Decent food that you'd expect from a local restaurant that specializes in Mexican food. In short nothing to write home about...,3
My family dined here for a birthday celebration - it was superb! The restaurant ambiance is elegant and upscale. The service is phenomenal and the food was delicious! The price wasn't bad but it wasn't cheap. I will be back!\n\nA solid 5 stars!,5
"I wasn't happy with my experience. I ordered Portuguese sausage loco moco- waited about 15 minutes just to get spam loco moco. Ordered garlic shrimp plate and there was no taste to it. The macaroni salad was so bland- also no taste. I left still hungry :( I won't be eating here again, but I will come back for the poke though every once in a while cuz it's $16 per pound- wwooww, but it's onolicious. I would give it a 1 star but the poke is delicious so 2 stars it is.",2
"Food and service were wonderful, and the tomato salad and rack of lamb (which I ordered rare) magnificent. Only complaint was the steady thump-thump of the music (if you can call it that) which sounded like a grim heartbeat - the most depressing sound I've ever heard as background to a fine French dinner.",4
I think i have yelped their other location on Mill.\n\nThis one is exponentially better because there are no crazies or drunk college students here. YAY!\n\nI normally get pretty standard flavors here. Nothing fancy. I got the naranja and my wife the coconut (don't know the name of that one). They were good as we knew they would be and expected them to be.\n\nThey have stickers all over their wall that you can slap one up there. mine is the upside down one on the speaker.,4
"Surprisingly, the chocolate chip cookie was delicious!\n\nGrilled Chicken Salad - good enough\n\nSpud Max - great! I would definitely get this again. The Spud Max includes: bacon, cheddar cheese, scallions, and ham. Add sour cream, and I am in heaven!",4
"I cannot get enough of Salad N Go... \n\nIf they maintain all of their same standards as the original Gilbert location, at all of the expansion locations, their growth will be Epic!!\n\nThe Caesar Salad with \""Double order of add on Prawns\"" is amazing. Lightly tossed with Dressing.",5
Awesome! Pizza rocks! Pasta is great homemade stuff. Really different than pretty much Italian type restaurants.,5
This card is a scam. Got a bill in the mail before I even received my card. Their fees are insane. You are better off using a secured card to rebuild credit. I use a capitol one card and they are awesome,1
Ive been eating here for almost three years and I've never been disappointed. Not only do they have great hot dogs and service every time but they are also a convenience store. Best hot dogs in Tempe. Id choose Thirsty Dogs over Teds every time! Less wait and juicier dogs!,5
"I would do ZERO stars if I could. Horrible, noisy, dirty, dusty experience.\nStaff was awful, service was worse. \nBooked on LasVegas.com and they didn't stand behind their service. I'll never book with them again ... not sure I'll ever go to vegas again.",1
The owner is super nice and the environment is friendly. I got the Dylan is what it is called. Green chillies chicken bacon chipotle dressing. It came as a wrap. It is extremely delicious. I just feel the serving size was a little small. The potato salad was good. The cost was about 8 bucks for everything. From this one sandwich I wouldn't label it as the end all sandwich shop.,4
"Super Fancy! Dress up & make sure you are really hungry or have someone with you to share!! This place isn't for the kids... It's for Grown Folks!! The waiters are super awesome. I liked the chicken Christopher! The Steak was like 57 bucks!!! (but tasty). I do wish I read reviews before coming bc I wouldn't of brought my kids here. They were well behaved and quiet. ( we were NOT \""those\"" people!!).",3
"The hot dogs are pre-made and available for a \""hot dog buffet\""\n\nThey also sell cheesesteaks which are actually very good.\n\nNot fancy but good food.",4
"We came here with a discount coupon from tickets 4tonight, which we paid $4 for and told the waiter about it. He said fine and he told us about the prefixe menu they had there that night. We ordered it and were half way through when we were told that the manager wouldn't allow us to use the coupon for that meal. Ruined the meal.",1
"I've been here twice in the past month, around 7ish. The drive thru takes at least 10 minutes! Horrible drive thru!!!!",1
"Well, this is truly a yawner. The show does have some great acrobats, but the story is hard to follow. The moving stage gets old quickly. Totally not worth the high ticket price. I was disappointed.",1
"Awesome place! Lauren is the best! Great service! Love the drinks, most definitely will go for seconds!",5
It's a bit on the cheesy side and could use some major remodeling but my 2 year old enjoyed it enough.,3
"Never having has gellato before, this was definitely a lot easier on the wallet and feet than going over to the ice creamery on The Strip. Close to my house and filled with several unique flavors (avocado, parmesan cheese, roasted red peppers, etc.), I would definitely recommend this place to anyone that cares to ask.\n\nAlso, if you follow her on one of her social media websites, she posts a Flavor of the Day.",4
"Hit and miss with this store. Sometimes I find everything I'm looking for and sometimes I find absolutely nothing. What's interesting is that the cashier people are always so friendly, but you can't find a customer service person anywhere in the store. If you do happen to find one, they won't know how to help you.",3
It was entertaining only because you see boobies and it got some good funny parts with interaction with the crowds. Other than that no WOW factor on stage design or arial moves. Just topless girls tumbling and dancing and the girls were ok nothing HOT. If you want to see a sexual show with some hot girls i recommend crazy horse at mgm.,3
"I used to eat here regularly, but a poor customer service experience left me with a bad taste in my mouth. So congratulations Napoli, a long time, regular customer is gone.",1
They announced today they are closing. As you can see due to my previous review I am not surprised. Sad but not suprised.,1
"Went on a Saturday and was excited to see what it offered as I just moved back to Pittsburgh from New York, which had great juice bars. The juice selection was very small, I hope it will be inspired by http://liquiteria.com/cold-pressed-juices.php and http://www.juicegeneration.com/menu/smoothies to offer a wider variety. Also I hope they will blend juices and or smoothies on-site. If they stick to their 5-6 flavors during the summer months, I doubt we'll return...that said, best of luck!",2
Went for lunch and the service was great. We got the lunch specials and the food was delicious! Food came out fast. I will definitely go back.,4
Ghetto! No wi-fi and room service stops at 2pm!! Seriously disappointed. Jacuzzi didn't work right. Furniture was falling apart. Very sad hotel.,1
"For french food, it was a regular food.. not bad and nothing out of the ordinary.",3
"Simply Sweets is AWESOME!!! A very simple, clean bakery, Dana the owner makes everything look amazing!!! She did a very simple chocolate covered pretzel stick that we used as a \""thank you\"" for our customers and each one was hand tied with a sweet note of thanks! Dana is beyond creative and \""simply sweet\"" just at the name of her bakery implies!!!",5
"I've been here 3 times with the in-laws and it really is not very good, not bad mind you but not what i want from mexican food. I would call this more mexicali food with a lot more Cali than Mexi. Good for those that don't like much spice or real Mexican food. There is always a wait on weekends.",2
"Island sushi is the best , great customer service , best place for eat all you can sushi",5
Cute store but so tiny plus they seem so overpriced for what they sell. I enjoy the display but after going in Charming Charlie its hard to be willing to overpay for similar items and purses etc.,2
"Beautiful place but terrible service. Terrible food!!!! Atmosphere was middle age white couples. We were a group of people from different ethnicities and were pretty much out of place. Not good for big groups. They are not accommodating at all! For such a pricey place you would think the food would be good. It was so bad and does not even taste fresh! \n\nVery disappointed, would not come back!",1
"I had the buta-burger as it was all the flavors that i love...the burger was surprising good! i didnt expect it to be as bomb as it was....i was like 2nd in line and they were crazy fast too, which is always appreciated...my only gripe is that its kinda expensive..other than that, awesome!",4
"We took the kids for dinner... My husband and I both had the ribs and the kids had chicken tenders and a hot dog. Everything was delicious, the service was excellent and a family member of the owner came by to ask us how we were doing. This place is a great find... local business with a warm, friendly atmosphere.. Highly recommend!!!",5
I really want my daughter to be seen by a doctor and not by a pa. I have taken my daughter to them about 5-6 times this year and every time my daughter has been seen by a PA. I can't wait to change insurance so I don't have to have dr lamott as my child's doctor whom I have not met yet since January.,1
"I love coming here because of the staff. The food isn't amazing I seem to always have a problem with mine. However, the owners have told me they are switching things up and to check them out again. I like sitting out on the patio they have TVs out there which is nice. Ian always hooks up the best drinks.",3
This is not Olive Garden........I don't mean that in a bad way. Here it is a little more classy. More relaxing and great food! Nice place to take a date or the wife to enjoy a quiet meal and just relax. Servers are very good and nice here.,5
"I was looking for a new nail place, since I was getting bored with the colors at my regular nail shop. I checked Yelp, of course, and I found this awesome place. I made an appointment with Dawn and she was able to squeeze me in the same day I called. Yay! \n\nI was very pleased with Dawn's work! There were so many colors to choose from and that was exactly what I was looking for. I definitely plan on going back to see her very soon.",5
"sleek, looking place, pleasant enough. hit it tonite for dinner with my sis and her two daughters ... i went with the combo ribs/rotisserre chicken w/ roasted carrots, sis had salmon w/ cous-cous, chicken sammie for one niece, grilled cheese for the other, 3 of us had lemonades...no dessert - total cost $71\n\nthe food - kinda dull ...not bad...just ho-hum ...a cut above chili's, applebee's etc ...kinda pricey for what you get....",2
"I judge a Vietnamese place by its pho and pork combination rice plate. The pho was not overly seasoned and the noodles were tender and didn't stick into clumps. The grilled pork didn't have enough seasoning and garlic, but wasn't bad. Would definitely consider this as an go to place for some good Vietnamese comfort food.",4
"food was good, not great but the service probably could've been a little better, I understand service will not be great at a casual dining restaurant but the food took really long and I felt like they were trying to rush us to get out afterwards...one or the other, either be slow on service and expect us to stay a while or be a quick service restaurant where we are expected to go in and get the hell out. *I will come back though when craving filipino food though!",3
"Took my girlfriend here sometime in 07' when we went and was referred by the concierge at the hotel. We made a reservations so we were sat down immediately when we arrived. The service was good and the food was even better, we greatly enjoyed it and for seafood I would say this is one of the better places to go in Vegas. It was a little pricey (w/ tip $150) but when in Vegas, $ should never be an issue...",4
"I'm not sure why they call themselves barcelona, not very authetic spanish cooking. but the tapas are good. they could have a bigger selection of tapas. service was excelant. check them out on half price night!!! And try the Sangrias, free samples are available...",3
We came here for m bachelorette party and all 15 of us girls thought it was the best restaurant and fish we had ever eaten! I highly recommend this place. Order the spicy tuna pizza! enjoy!,5
"Has the potential to be awesome, but unfortunately extremely disappointing. Bartenders were awful, not nice, and had no idea what they were doing. Medium rare burger came out well done, with cold fries. It wasn't even busy in there and the whole staff looked flustered. Will not be returning.",1
"i'm not one for the heavy tourist spots so i'm prejudice against hofbrauhaus. that being said, the sausage is ok. the beer is good. it's just too kitchy and overblown for me. theres much better german food in vegas if you're looking.",2
I would love to say something nice about the food here but I've been waiting for my noodles for over an hour now. The expectations are so high now and can't possibly be fulfilled. Don't come here if you are already hungry. You'll pass out waiting. Will post again if I ever get to eat.,1
"This place is my \""old stand by,\"" and somehow I end up here 1-2 times a week. I have tried maybe half of the menu by now, and I always gravitate to the Hummus Plate Salad. It is so delicious. Vegetarian friendly, though I am a meat lover, and full of roasted veggies, hummus, perfect balsamic vinagrette and nine grain bread. Heaven on a plate :) And for under $10!!",5
"Tao was so lame. It was way too crowded, no room to dance or simply walk past. I saw very few hot guys, mostly a bunch of corny ass dudes. If you go, get extremely faded beforehand so you don't notice how lame it is when you walk in. On the bright side, if you're a hot girl you'll get in free.",2
"I called ahead and made a 3:30 appointment for a haircut so I wouldn't have to wait. I arrived on time and told the receptionist that I had an appointment with Kelli. Rather than tell Kelli I was there waiting, this arrogant woman ignored me and continued to talk on the phone for maybe 10 minutes before I got angry and left. No way would I go back to this business. They are obviously unable to hire front-desk employees with a minimum level of competence.",1
This place is disgusting. It tastes like they soak everything in margarine. Avoid at all costs.,1
The bacon and eggs were great and the coffee was also.. The sandwiches not my favorite. But breakfast is a YES,3
"This is a fantastic little (and it IS little) restaurant. It's French, so of course the wine will be good. \n\nWe had escargots (12 of them!) & the anti-pasta plate for starters. Followed by the beef bourguignon and trout, then a cheese plate for dessert. All very civilized and delicious.\n\nI highly recommend this place. Give it a try should you happen to be in the area, or make a special trip - I think it's worth it.",4
"I was there last week having them check my car battery. Corry was there helping me to check the battery. He was very helpful and honest. He helped me changed the battery and declined to accept a tip saying that he was glad that he could help me, and that was part of his job.",5
The red velvet pancakes were spongy and had a sour taste. The breakfast calzpne was mostly dough that was still raw. TERRIBLE!,1
"The room and the pool was just average (altough the \""lazy river\"" was really long), nothing special here. Concierge service was not very helpful. A better bet for the \""south strip\"" would be Mandalay Bay (or THE hotel, if your wallet can take it)",3
"Cheap and yummy. Their crust is on the thinner side (not a bad thing) and I personally love their all-veggie option. The garlic knots are flavorful and chewy. For the price, it's definitely good. Not particularly fast so I wouldn't recommend showing up with the intention of grab and go.\n\nThey actually have a challenge where you and a buddy has 28 minutes to eat a 28 inch pizza. Good luck to whoever wants to try lol",4
"As a regular at The Keg next to Chandler Mall, it pains me to say that my last two visits were less than stellar. When setting up nearby tables, the busboy sent the utensils crashing across the tabletops. Twice in a row, there were families who could not control their children: screaming, doing somersaults in the aisles, etc. And then to order the recommended fish that turned out to be too dry to swallow...I am really disappointed! Where is the management presence?",2
"Food is average, especially for the price. Small quantity too. Service not terrible, I wasn't done with my soup and the girl just took it away without saying anything!!! Go somewhere else if you want to have nice Asian food. You won't find it at Sato & Chan.",2
"Not quite as good as the Squirrel Hill location, but quick service. Would recommend the Sicilian Pizza over the usual style.",3
"As a former Alltel employee, I understand how things work. Stores don't control pricing of plans or phones. So its about customer service. We came in to buy ourselves some new phones. Every staff member we interacted with was kind and professional. They did try to upsell some accessories, which I guess I don't blame them. Overall it was fairly a pleasant experience.",4
It's 3 months after my initial review and the prosecco is still not chilled enough. What up????,3
It was good........we were all hungry after hanging at the pool all day so we wanted a quick bite to eat.....\n\nthe nachos came out fast but the rest took a little while.\n\nI had the chicken tenders salad which made me wonder why didn't i just order the chicken tenders ha!\n\nAt least the boys had a good view of the TV :),3
"I love sephora, but my experience in this store makes me want to only shop online. I walked through the whole store and not one employee greeted me or asked if I needed assistance. And when I did have a question no one was around to help. I saw one employee not assisting anyone, but she avoided eye contact and appeared busy fixing products on the shelf. I left the store after that and I probably will not return.",2
"I hope you're not here for anything other than nostalgia.\n\n\""One Orange Julius, please.\"" Bam...that does the trick!\n\nWhat's not to love about an Orange Julius? What's to love about hot dogs from a roller grill?",3
"Had lunch with a colleague on a Thursday. Look over the Bento selections and against my better judgement went with the Salmon Teriyaki. Not good, not bad just very average. \nI like the happy hour, it is always a lively time and drink and food specials are great and deserve 4 stars. Just was not impressed with lunch there.",3
"One should never expect much from fast food, and I don't. Is it really common practice to not have what you sell available? There really aren't many fast food choices in this area - or I wouldn't have subjected myself to the standard 20 minute wait time again. I'm sitting in the lot waiting it out for the Colonel. You know what really grinds my gears? This specific KFC. The worst. Ever. Unreal.\n\nOk I feel like the kind gesture from the team made it right. There's that :)",1
"Northwest Yoga is the best studio I have been to. The atmosphere is warm, the energy is sweet and the variety of classes and instructors allow many choices. The owner has really expanded the studio, the offerings and the schedule, and has set a beautiful tone. I especially enjoy Karen and Patrice as instructors. I have learned so much, made many friends and feel better than I have in years. This studio is my home and where my heart is.",5
I really like this place. The service is really good. The food is awesome. The price is right. I will be back for sure.,5
This place wasn't bad...worked to get our group inside without paying for cover...music was decent...a lil too much britney at times but when your drunk you dance to whatever crap the dj plays\ndrinks were pricey like anywhere else on the strip\nMinus one star because the bouncers can kiss my ass..how do you kick out someone for looking at somebody else 'wrong' and say we were trying to start something when we PAID to sit down at a table and not let me close my tab at the bar?,2
The broth is weak and there's a funny taste in the meatballs. The one on rainbow used to be one of my favorites. The food quality and flavor have really slipped with the expansion. Much better Pho one block either way.,1
Food was terrible. Completely flavorless. Sauce was watery. The free wine is not drinkable.,1
"Slimy noodles and lots of dim sum. Crowded, noisy, mediocre service. Very forgettable. It was so bad we went to the chocolate place at Bellagio afterward to recover.",2
If you want more of an upscale feel of a casino then look no further! Make sure you bring plenty cash because the winnings over here are a lot less likely. I mean it's vegas and once you find your favorite place to gamble stick to it. It's one of those to each is own kind of situations but I rather not gamble here. Never had much luck but have friends who have!,5
"For an airport eatery this is above par, hense the 4 stars. Decent medium well cooked burger with slaw. \n\nWould be a 3 star outside of an airport though.",4
"Good, solid pizza place with lots of charm and great service. Really good salads too.\n\nGreat place to go for a birthday -- the warm chocolate chip cookie w/ ice cream is sinful. Loved it!",3
"I like this place because it's cheap.\n\nThe food isn't outstanding, but it's tasty enough.\n\nWe go fairly regularly because it's easy.\n\nI'd recommend it.",3
"All in all, its just another place to grocery shop. I will admit their bulk stuff is pretty decent and good prices. \n\nI won't go out of my way to drive to 59th and bell for this place but if im in the area, I will stop in to see whats on sale. It definitely has a cheap feel and look to it with lots of the stuff sitting on palates. Plus it brings an interesting crowd, especially at night. A mix between Walmart, Food City and K-MoMo...",3
"I called in an order forty minutes before closing when I went I pick up he ask \"" why such a late dinner?\"" And seemed mad I ordered food even though they were still open another half hour. When I got home I saw that my chicken was clearly reheated and pulled chicken not the fried battered chicken that normal sweet n sour chicken is made with ( and how it is described in menu) . The food was really horrible and I would not recommend anyone going there",1
"Convenient and easier to find items then big box stores, although you do pay for that convenience. Most staff are extremely knowledgeable and helpful, others in dire need of customer service training (mocking and eye rolling at customers is not cool). Returns can be a hassle including items sold that are defective or missing parts.",3
"I would give zero stars if it was possible. The service wasn't bad except for the fact that they gave me water that had things floating in it, and when I asked for another glass there was no difference. IT LOOKED LIKE TOILET PAPER IN MY WATER. There were also eggs that had spilled onto the floor and 45 minutes later the manager sat a table while stepping over the eggs stating it had just happened. The most disgusting establishment.",1
"Pricey for unremarkable, generic chain pizza-but they have beer and the outdoor area abuts a pretty nice greenbelt. Lunch here is pretty much the same price as every place else. seemed really slow at lunchtime, which is usually a bad sign.\n\nWasn't horrible-but I wouldn't go back. \nThat's my two cents-Which won't matter, cause they'll filter this review like the filter all my others.",2
Drinks come in a large jar. Baked beans are sweet and delicious. We split a full rack of baby back ribs. My side was tough but my husbands was soft. The ribs have a dry rub with some sauce on top. The coleslaw is vinegar based not mayonnaise based it tasted okay. The potato salad is okay too.,3
"I really like the convenience of drive thru Starbucks, but this one has a traditional vibe that makes me want to get out of my car. They are friendly and always get my drink right.",4
"mm.. it's okay here!? \njust moving from one state to another and getting situated at home calls for a lot of take-out, so i figured... now's the time to really see what's up with these places that are generally new to the area too... (sort of.)\n\nso, i say....\ntheir are better places for chinese take-out.",2
Good healthy eats where everything is organic. But if eating organic food is not totally up your alley then it may seem a bit more expensive. I got the tuna sashimi salad which was really to die for. It was a nice size for me because Im not a heavy eater. Boyfriend got some steak tacos which were really good but you pay about $15 for only 2 small tacos.,2
I got Sam's French Toast with a side of eggs and the eggs were fine but the french toast mostly tasted of everything else that was on the grill. I think if there were separate grills for meat vs other items it would've been better. Friendly service though.,2
"Stopped in here for a few drinks on a Friday night at about 11:30, it was pretty dead considering it was a weekend. Cover charge was outrageous. I don't think we'll be going back.",2
"Super nice. If you're really looking to do Vegas in a big way, then you need to check this place out. There's a drink on the menu that will cost you over 1k, and I think that's what sort of sets the tone for this sort of establishment. Draping curtains AND waterfalls? It almost doesn't sound real. So just go and check it out for yourself.",4
Omg horrible service never coming back here again! I've given this place plenty of shots to prove me wrong but it just keeps getting worse and worse this time they took 20 minutes to sit us than another hour for me to get my food. The place was not even that busy. I'm done here!,1
"Got a week? That's about how long it would take to visit all the stores in this Mall. I went on a Friday night and the place was packed with happy shoppers. They have every store that you could ever dream of, plus some that you never thought of. I was weighted down with packages in no time and my feet were so tired by the time made it from Nordstroms to Dillards, I gave up and went back to my hotel!",5
"Must always make a detour here every time!!\n\nThis location is open 24 hours so got two 20\"" Capastrami cut in half to take home as souvenirs for friends waiting at home. That's how we roll.\n\nA day later, heated up, still great!",5
"A favorite restaurant of ours. Has a very good wine list and also very good Italian food. Yes, the prices are high, but where in Vegas can you get the $1.99 deal anymore? The food is clean and straightforward, not frilly and overdone. I'd recommend it to anyone who likes good Italian.",4
"Consistent, eclectic fare at reasonable prices. Large portions. I eat mostly breakfast at ZJ's, have tried most of the menu over the years, and keep going back. I've even figured out when to arrive so I can park!",5
"Both fortunately and unfortunately, this location makes a great and consistent coffee. However, time is money and these folks are chatty and sloooow!\n\nI sat in the drive thru last week (after ordering one Vento coffee ) for 17 minutes. There were only 2 cars in front of me... Seriously?",2
"Had a great time tonight, our server Mandy was fantastic, very sharp and on point with our order!! I am sitting in her section from now on.",4
"I never met a discount store I didn't like....until now.\n\nI'm a big Ross/Marshall's/TJ Maxx shopper but I have to say -- there is never anything good in here. It's always dirty, messy, unkempt, and the line always has 50 people in it -- NO EXAGGERATION!!!\n\nThe jewelry display cases are smaller than other stores and are sparsely stocked and the homeware, clothing, beauty and shoe departments are small. \n\nI don't think I'll bother going back to this store again.",2
"Honestly don't know why everyone loves this place? The Yelpers below me must be drunk when they went here... Food sucks, prices are too high for quality of service and the people cooking the food look like convicts recently released from Tent City.",1
"i don't get it - other Tesco's seem to have much better stock than this one. It takes an age to find anything with a slightly off kilter layout from Tesco's that has me all confused. The number of times on the way home from work, I've stopped in only to find that the item I am looking for isn't available here... but is at my local store. I guess my question really is, Tesco Superstore, Hermiston Gait, what is your point?",2
"$4 steak and eggs special during midnight graveyard hours. Its not on the menu but you can ask the waitress about it and they will tell you about it. NOT bad for the portion they give you, it comes with hash browns and toast as well. What a deal! I only go here for their steak and eggs specials after a long night of clubbing and partying. Inside of the Tuscany suite at Marilyn cafe.",4
"OK - I have always liked Harris Teeter but as others have mentioned, this one is cramped, but hey, it is right in the middle of PlazaMidwood and you can't beat the location. The fruit/veggie selection seemed above average to me but the protein section was missing some things. Overall this place is A-OK with me. I'll go back.",3
I am so happy to see Ben in his new office. He is so knowledgable and can read the body like no other chiropractor I've been to. He's amazing! My husband and I highly recommend Ben!,5
Great little cafe with electric blue walls--quite a refreshing ambiance. There's something about that color that gives you an extra surge to finish up your paper or win at a game of Scrabble. Would recommend it as a study haunt if you live in the area. Friendly and fast service. Nice murmur of conversation to keep you company in solitude activities such as writing or reading.,3
"Was a good show, funny guy, he only did about four stunts to prove his skill, talked the rest of the time. The things he did made you wonder how he knew that. At the end of the show he told the whole audience winning lottery numbers. Well lets see who plays them in what state and wins. Lol. Don't think I would go back, but that's the kind of person I am, once something is done I do not repeat. Time to move on.",3
"It's like a tiny part of my years in Japan, or a stolen Post Street Japantown shopping area from San Francisco! A nice selection of fresh food, Japanese sweets and cooking reagents, as well as various home products. Did I mention the fresh buns and breads and sushi? Good!",4
"we had our valentines dinner here at Indian paradise, were so excited that there's Indian restaurant here in Scottsdale since we just recently moved from San Francisco. I only gave 2 stars because the food are way to expensive for what you get and thee food isn't that great either. I wouldn't recommend this restaurant at dinner time.",2
THEY'RE FOR REAL\n\nThe best feature of this nail salon is that their pedicure tubs are covered with a disposable plastic liner. This is the only nail salon I have found that offers this health care feature. I compare this to owning your bowling shoes versus renting. Which is more hygienic?\n\nOur most recent experience wasn't as enticing especially for my Yu-go Chauffeur. Manicurist Jenny performance was as underwhelming as one could imagine. Fortunately I had Tara as my manicurist.,4
"Great iced coffee! The chai iced Vanilla tea is also to die for. The place is not very big, but its its nice and they make good use of the space. I also enjoy all the local art work, it gives the space character... I will be back for sure! I wish the place was open late though... Oh well!",5
"This is a restaurant I go to because I am hungry, want good, healthy food, pleasant service and I try something new almost every time. May, the nice young lady who always has a smile and great suggestion is a 5 Star server. It's also a good idea to order some fried chicken to go once you finish your meal.",5
I will spare you the details and just say that I have had three bad experiences in a row at Outback Steakhouse. (three different locations too) I give up!,1
