rank,doc_idx,lda_cluster,lda_topwords,lda_maxtheta,lda_entropy,embed_pred_cluster,embed_topwords,true_newsgroup,lda_cluster_as_ng,embed_pred_as_ng,text
255,928,2,edu image graphics com file software,0.512,0.613,3,don just like people think know,sci.med,comp.graphics,sci.med,suppose died certainly heard law authorities refused similar law allows practice hospitals seen don know single lot net able tell provides gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
256,512,3,don just like people think know,0.512,0.549,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,yes want concentrate development issues created graphics libraries time life short thanks posting original request looked mac capabilities low grade
257,48,1,year game team good games hit,0.510,0.564,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,does listen know talking sports radio new york clear night signal east coast particular want know mike school virginia listen day just wondering
258,614,2,edu image graphics com file software,0.508,0.479,3,don just like people think know,sci.med,comp.graphics,sci.med,brain infection deep brain substance hard cure antibiotics gets usually needs gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
259,1833,3,don just like people think know,0.508,0.582,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,wondering knows information graphics series use think really wouldn mind able use similar features programs thanks advance
260,1755,3,don just like people think know,0.508,0.471,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,looking software called far know simple used visualization lines old version program unfortunately don documentation knows docs maybe newer version program program does sort thing love hear think written ideas
261,1804,4,gun guns file law people firearms,0.508,0.547,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,april issue page sporting green section copy bit screwed says prices offered run set joint printing agreement differ content seen gun ads recently anti gun don know papers does claim things changing easier telling truth cares way make sure actually doing andy
262,2582,3,don just like people think know,0.507,0.520,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,data point friend police officer essentially away perfectly justified likely great deal note carrying gun concealed state things pretty
263,2404,4,gun guns file law people firearms,0.507,0.536,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,trust modern governments time idea citizens rights government common extent rights yes times change technology changes possibility governments possible quite recently restricted having people does make better did freedom freedom religion real attack
264,869,0,space nasa launch earth data research,0.506,0.732,3,don just like people think know,comp.graphics,sci.space,sci.med,marketing rep recently offered marketing rep bet market schedule rep bet probably knew players pre production manufacturing runs months commercial release date time commercial release manufacturers players announced possibly production sets production number software companies box know bar road head
265,1586,0,space nasa launch earth data research,0.504,0.639,3,don just like people think know,sci.med,sci.space,sci.med,interested investigations health young russian highest medical education work biological field like work problem anybody send hospitals medical centers scientific problems human health investigated like set scientific contacts deals investigations field appreciated reply contact post russia region b
266,2286,3,don just like people think know,0.504,0.742,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,royals time play land like cold canada lived shall live completely guess
267,780,0,space nasa launch earth data research,0.504,0.598,3,don just like people think know,sci.space,sci.space,sci.med,amateur radio operator like going matter coming days learned alot satellites current future past way series astro observatory space book library called satellites think photo earth type satellite like build model large color poster satellites think places usa sell favorite looking satellite followed
268,743,1,year game team good games hit,0.503,0.519,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,listen explain buck pitched relief yesterday figure know better jason miller doctor guy
269,270,3,don just like people think know,0.503,0.635,2,edu image graphics com file software,sci.space,sci.med,comp.graphics,home office number note area code change friend used use data apply password info hope morning
270,1851,3,don just like people think know,0.503,0.496,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,info regarding reading floppy people know personally read images floppy haven tried realize slow gif files
271,1438,0,space nasa launch earth data research,0.503,0.752,3,don just like people think know,comp.graphics,sci.space,sci.med,saw subject think wrigley field chicago maybe just graphics programmer tech child lerc nasa gov nasa lewis research center tom cleveland
272,2507,1,year game team good games hit,0.502,0.611,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,does know does radio reader lefty pitched briefly just curious paul spending time reading baseball stretch farm animal natural length koufax com paul
273,2029,3,don just like people think know,0.502,0.484,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,talk politics guns com apr pro gun posters group guns owned firearms years posting group example worth firearms sort long time readers group know rkba freedom
274,1545,3,don just like people think know,0.501,0.663,0,space nasa launch earth data research,sci.space,sci.med,sci.space,following delta clipper program small question understand derived orbital vehicle atmosphere sort completely nose look drawing seen think design sort like orbiter work better required anybody explain ken harvard edu
275,1842,0,space nasa launch earth data research,0.501,0.529,3,don just like people think know,sci.space,sci.space,sci.med,date apr gmt ralph ralph org government just private commercial concerns just build space station charge government researchers use believe thought industrial space facility don remember details think space services wanted nasa sign deal order help nasa didn like deal sure hear wrong
276,317,3,don just like people think know,0.501,0.578,0,space nasa launch earth data research,sci.space,sci.med,sci.space,reading spaceflight handbook author solar forces acting try gain initial passing close sun orbit magnitude estimated order says big problem manned craft humans published long question finally fact aid mechanical devices course possible used extended larger
277,2219,2,edu image graphics com file software,0.501,0.764,1,year game team good games hit,rec.sport.baseball,comp.graphics,rec.sport.baseball,running chicago national league list send information andrew edu thanks
278,610,4,gun guns file law people firearms,0.501,0.596,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,does mean gang member gang areas gang members obvious trying hit target does trying post self defense shooting rest understand error lot gun games sounds like practical pistol maybe sounds like self defense practice things action hunting like post shooting andy
279,1123,2,edu image graphics com file software,0.500,0.525,3,don just like people think know,comp.graphics,comp.graphics,sci.med,understand couple virtual reality hear project gif images walls run like need term really virtual reality non stuff virtually really virtual reality
280,755,3,don just like people think know,0.500,0.470,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,working game using perspective similar used basically look room looks similar following good thing perspective look dimensions maintain vision routines hard particular case wall edge using mode run problems sure readers tried opinions routines drawing walls ran image considered anti routines speed r
281,1198,0,space nasa launch earth data research,0.499,0.530,3,don just like people think know,sci.space,sci.space,sci.med,command loss does just says indicates probe lost data link receiving commands command loss believe probe starts search earth sequence involving antenna pointing attitude changes consume fuel try communications ops sent periodically periods real commands sent just probe knows haven hope clear insisti
282,2291,3,don just like people think know,0.499,0.484,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,know michael jackson jack wouldn making near money weren point usually away team best players expect win think pirates continue win barry bonds working jack gets paid hard working citizens matter million reason happens folks start making real big late career course dave fell apart making million mil
283,1322,3,don just like people think know,0.499,0.579,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,self defense year doesn count maybe just woman boston chances certain won self local didn consider important allowed arm shotgun home makes gun owner column words somebody lives florida average threat level florida reduced liberal ccw policy known local like target precisely likely carrying come bos
284,616,2,edu image graphics com file software,0.497,0.495,3,don just like people think know,comp.graphics,comp.graphics,sci.med,year ago started work problem appeared simple turned quite difficult wondering net seen problem hopefully published solutions problem draw surface defined roughly parallel problem essentially starts sets points set points edge object treat dimensional edges exists dimensional space draw object fit p
285,383,4,gun guns file law people firearms,0.497,0.646,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,agree read article written glock probably auto best jeff rule finger trigger want shoot just observed fewer accidents david university
286,695,2,edu image graphics com file software,0.497,0.617,3,don just like people think know,sci.med,comp.graphics,sci.med,folks think lyme mean physician walks door lyme disease treated lyme hope good insurance gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
287,925,3,don just like people think know,0.496,0.592,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,tight matter problems important help define finally little tiff bit image format chris
288,1704,0,space nasa launch earth data research,0.496,0.523,3,don just like people think know,sci.space,sci.space,sci.med,hate cold water currently using new improved japan times expensive spot market cheap right right places like canada rich present safety work vehicles plenty sources example processing come line reached demand supply balance collapse supply demand balance changes price going increase price factor end
289,2469,2,edu image graphics com file software,0.495,0.573,3,don just like people think know,comp.graphics,comp.graphics,sci.med,thanks filled existence assumed particular number line company guess assume computer industry operate logical manner spot version stated current version software older version distant future quite does better job playing movies size does playing movies apparently process frame image bitmap appropria
290,1953,3,don just like people think know,0.495,0.545,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,heard interested mark davis doesn surprise team cash actually
291,54,1,year game team good games hit,0.494,0.697,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,lived boston area years talking new boston lived day overcome day new fans stadium called year nearly long preliminary new stadium local politics fashion new
292,185,3,don just like people think know,0.494,0.526,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,say think just games season going wait bit calling names expect dave really bad pitcher idea wanted hand expect release doesn turn things pretty fast btw game score points problem method performance bad think rookie year bit aren willing bats starts acting didn walk time bomb stuff league finally wo
293,918,0,space nasa launch earth data research,0.493,0.764,3,don just like people think know,rec.sport.baseball,sci.space,sci.med,wish hadn sold copy jewish baseball stars short shelf tank special writing books awful taken degree funny author think
294,348,4,gun guns file law people firearms,0.493,0.557,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,maybe religious establish right mind law law away
295,832,2,edu image graphics com file software,0.493,0.701,3,don just like people think know,comp.graphics,comp.graphics,sci.med,apple just released volume new inside macintosh series reasonable technical stock
296,882,3,don just like people think know,0.492,0.592,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,come true baseball things baseball allows carry arguments explained statistical basis wonder mystery left just going enjoy game paul feeling little anti today stretch farm animal natural length koufax com paul
297,809,0,space nasa launch earth data research,0.491,0.621,3,don just like people think know,sci.space,sci.space,sci.med,bad didn data think gamma ray mind mechanism drag free satellite carries gold set dead minds want know carry features drag free thought possible experimental activity
298,2124,0,space nasa launch earth data research,0.490,0.594,3,don just like people think know,sci.space,sci.space,sci.med,missed presentations given morning session gave presentation did attend afternoon session meeting small conference room mike table panel members use like sat outside conference room watched presentations closed general sound fair poor speakers like committee member space agency didn lead presentatio
299,199,0,space nasa launch earth data research,0.490,0.516,3,don just like people think know,sci.space,sci.space,sci.med,great visit national air space museum end month wife working general time life
300,944,3,don just like people think know,0.490,0.731,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,giants wondering anybody familiar stadium tell section lower level located mail response thanks rich
301,1220,0,space nasa launch earth data research,0.488,0.674,3,don just like people think know,comp.graphics,sci.space,sci.med,concept software determine success news shown private software currently developing software
302,1073,4,gun guns file law people firearms,0.488,0.538,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,look time look funny thing attached quick release gun ones better don numbers chicago philadelphia police cars carried multiple automatic weapons thousands standard issue nature cop shoot job single especially cop guaranteed backup gang member shoot extra don help time difference matter shoot cops a
303,264,2,edu image graphics com file software,0.487,0.538,3,don just like people think know,sci.med,comp.graphics,sci.med,essential gets worse patient use member head involved beta usually effective alcohol effective alcohol toxic use treatment gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
304,1504,3,don just like people think know,0.487,0.597,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,looking good free graphics library package program mainly use write children games education software heard mentioned good question sounds little strange asking question friend thanks advance
305,694,2,edu image graphics com file software,0.487,0.608,3,don just like people think know,sci.med,comp.graphics,sci.med,migraine attack people event long careful avoid getting hit face eye ball migraine hurt health gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
306,130,3,don just like people think know,0.486,0.631,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,article jewish major recent issue fields used minnesota review baseball recall amazing research long list players large
307,158,0,space nasa launch earth data research,0.486,0.556,3,don just like people think know,sci.med,sci.space,sci.med,develop problems flying hear limit maximum number flying hours limits main problems associated long hours trips
308,385,3,don just like people think know,0.486,0.642,0,space nasa launch earth data research,sci.space,sci.med,sci.space,lets hear dan convince rest federal government space program worth investment hope live day walk mars need address technical sufficient maybe consider starting sci space group technical analysis long duration human spaceflight know interested starting analysis soon possible
309,1238,0,space nasa launch earth data research,0.486,0.522,3,don just like people think know,sci.space,sci.space,sci.med,poor old physics surprised tiny sitting close jupiter play role problem extra volume add phase space possible capture jupiter satellites said references looked mention important processes important thing jupiter sun comet reverse leads jupiter bound orbit comet
310,1605,0,space nasa launch earth data research,0.485,0.637,2,edu image graphics com file software,sci.med,sci.space,comp.graphics,device copy library congress describes necessary equipment plate setup used film removed single dark room exposure film ran camera developing high quality good way experience photography really know ready pattern energy significant caused exposure time distance plate pressure plate photo materials i
311,1399,3,don just like people think know,0.484,0.576,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,writes weekly press baseball america sort thing usually states sort projection useless think did season manager projected games hitter expect times does really funny stuff weekly baseball good strange things happened previous week regularly
312,2255,0,space nasa launch earth data research,0.484,0.539,3,don just like people think know,sci.space,sci.space,sci.med,emergency oxygen capable maintaining atmosphere long come like hole wall plug josh uiuc edu replied wow double wow land shuttle hole wall don know like try yes land orbiter hole wall provided thing caused hole didn cause failure internal systems places hole cause bad day especially hole went way orb
313,1872,4,gun guns file law people firearms,0.484,0.797,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,wonder exact listing lives saved california waiting period states
314,1243,3,don just like people think know,0.483,0.674,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,time start rec sport baseball leave rest peace
315,732,3,don just like people think know,0.482,0.625,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,does read baseball tend like means runs spread means bet win favorite win
316,1261,3,don just like people think know,0.482,0.790,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,sent copy today mail hope days impulse said week hope good claim jim
317,1526,3,don just like people think know,0.482,0.550,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,phillies picked replied people picked people picked mets year reply yeah true phillies
318,1341,3,don just like people think know,0.481,0.592,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,got computer video card starting play surprise surprise going try exchange better card big question video card high quality acceptable price student budget
319,2082,1,year game team good games hit,0.481,0.581,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,comes april throwing pain lost official total pounds hopefully week tonight tomorrow
320,1760,4,gun guns file law people firearms,0.480,0.632,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,doctor firearms tech expert given way gun points accidental injuries way lethal
321,2577,0,space nasa launch earth data research,0.478,0.742,3,don just like people think know,sci.space,sci.space,sci.med,henry assumption gets wins want fine print says shall use shelf hardware sorry didn copy run lines dollar simple goal ahead development buy shelf higher cost russian assume buy moon launching little payloads leo laser gas gun working bugs assembly integration leo hey couple lunar environment
322,1519,3,don just like people think know,0.475,0.556,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,talk politics guns cad edu apr isn rec guns maybe getting bet technical depends imagine doing type shooting single action assuming cylinder rotate safety got new hammer transfer bar extra round quite true speed little magazines true training function single actions hammer double actions carry modes 
323,495,0,space nasa launch earth data research,0.474,0.761,3,don just like people think know,comp.graphics,sci.space,sci.med,looking following paper fortran inside given rep energy establishment england related including cases max max better
324,1127,3,don just like people think know,0.473,0.802,2,edu image graphics com file software,rec.sport.baseball,sci.med,comp.graphics,trying copy rules baseball sent isbn number lost information tell book local
325,1407,0,space nasa launch earth data research,0.472,0.569,2,edu image graphics com file software,sci.space,sci.space,comp.graphics,level software engineering institute capability model model rates software development org beginning use contracts data page page presentation fax interested ibm com
326,913,3,don just like people think know,0.471,0.681,0,space nasa launch earth data research,sci.space,sci.med,sci.space,posted misc wanted misc wanted wanted wanted wanted wanted optical single ended needed telescope telescope observatory mass boston project managed george student email specified type course low funding level looking price lower given new george
327,760,3,don just like people think know,0.469,0.705,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,hear brother let try weeks april today just finished reading posts regarding cleveland indians say don want read games played weeks ago charles mentioned quote join mailing list want consider entering inning scores thank plug read rest posts spring training jim university
328,174,2,edu image graphics com file software,0.464,0.638,3,don just like people think know,sci.space,comp.graphics,sci.med,wondering faq files posted monthly days feeling
329,2457,0,space nasa launch earth data research,0.464,0.613,3,don just like people think know,sci.med,sci.space,sci.med,monthly postings newsletter long island chapter international organization unfortunately unable post date month meeting posting posting world wide instead information useful hope used example posting data related mike international organization long island chapter box newsletter april volume meeting
330,1059,4,gun guns file law people firearms,0.464,0.611,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,wrote strongly letters batf anger help letter writing campaign
331,1896,3,don just like people think know,0.463,0.624,0,space nasa launch earth data research,sci.space,sci.med,sci.space,just like point easier place object orbital altitude place orbital velocity target surface earth need delta assuming rockets specific seconds easy produce rocket dry weight require fuel small charge depending nature structure payload sure project capability amateur community sounds like good science
332,742,0,space nasa launch earth data research,0.462,0.806,3,don just like people think know,sci.space,sci.space,sci.med,disclaimer opinion does represent views research association department energy regular science fiction organization
333,1826,4,gun guns file law people firearms,0.458,0.770,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,read rec guns summer just purchased firearm early march year
334,1510,4,gun guns file law people firearms,0.458,0.746,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,fbi briefing mention having starters mother media jmd handheld com
335,47,0,space nasa launch earth data research,0.458,0.585,3,don just like people think know,sci.space,sci.space,sci.med,catch purposes contest probably afford lower delivery systems demand develop new course low demand wonder way contest encourage low cost payload delivery systems methods probably work example allow engines depends soon new launch comes line words great deal technology life support navigation develop
336,2557,4,gun guns file law people firearms,0.458,0.676,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,sure screwed sort mistake post didn article seen post ignored talk politics guns com rick apr talk politics guns math paul apr let look guns did illegal manufacturing site make compared
337,320,3,don just like people think know,0.455,0.644,0,space nasa launch earth data research,sci.space,sci.med,sci.space,comet spent time satellite jupiter years ago believe calculations
338,2267,4,gun guns file law people firearms,0.455,0.823,2,edu image graphics com file software,sci.med,talk.politics.guns,comp.graphics,britain information different complete isbn published britain
339,2112,2,edu image graphics com file software,0.455,0.694,3,don just like people think know,sci.med,comp.graphics,sci.med,dangerous immune persons extremely dangerous rest isn dangerous worst women touch box cook meat watch read effective check course reverse damage gordon banks skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon
340,633,0,space nasa launch earth data research,0.452,0.657,3,don just like people think know,sci.space,sci.space,sci.med,think largely result efforts people reading group writing letters making phone calls following happened nasa funds alive efforts kill twice feb june year kept job heavy mark thinking shows readers sci space power influence allen
341,2258,3,don just like people think know,0.450,0.658,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,like know restrictions handguns waiting periods background check states thanks
342,1276,3,don just like people think know,0.450,0.739,0,space nasa launch earth data research,sci.space,sci.med,sci.space,advertising space big ball watching stars cause strike article orbiting space mirrors published spaceflight days count ones count
343,147,1,year game team good games hit,0.450,0.771,2,edu image graphics com file software,rec.sport.baseball,rec.sport.baseball,comp.graphics,enjoy style uniform disagree person wants return non gray road uniforms reason uniforms especially new road green navy blue road marketing money sales new
344,2409,4,gun guns file law people firearms,0.450,0.727,3,don just like people think know,talk.politics.guns,talk.politics.guns,sci.med,blue press suggests hci information concern list members hci claim calls new member think think claim new ban firearms solar ask information hand respect editor blue press just mike makes good got lee does mean fan follows mike calls like local state called complete ban non action military rifles as
345,1999,2,edu image graphics com file software,0.448,0.702,0,space nasa launch earth data research,sci.space,comp.graphics,sci.space,wonderful book called astronomical algorithms fairly sure contains algorithm times dan mail stop nasa ames research center field
346,1577,2,edu image graphics com file software,0.447,0.706,3,don just like people think know,comp.graphics,comp.graphics,sci.med,yes create group alt soon pov like don better dave
347,96,3,don just like people think know,0.446,0.775,0,space nasa launch earth data research,sci.space,sci.med,sci.space,archive space modified date astronomical faq section posted sci astro various postings sci astro sequence fine right big astronomical kill right surely astronomy guilty killed students favorite menu requires odd ball generally really stuff big kill saturday boy really surprising boy grade bad richar
348,1024,2,edu image graphics com file software,0.440,0.683,1,year game team good games hit,rec.sport.baseball,comp.graphics,rec.sport.baseball,hello subject tells trying formula era pitchers baseball fans mail com thank
349,647,3,don just like people think know,0.440,0.705,0,space nasa launch earth data research,sci.space,sci.med,sci.space,thanks information assume semi major axis given respectively jupiter capture means comet ended orbit comes closer jupiter far jupiter jupiter influence jupiter radius figure unlikely actually case figure mark toronto remember com pete
350,591,0,space nasa launch earth data research,0.440,0.712,3,don just like people think know,sci.space,sci.space,sci.med,practical suggestion sure news lists brian posted usenet report mar posting called usenet summary report mar gives methodology survey postings failed appear wonder gives measure power influence readers sorry mark suspect mark news lists copies reports line estimated total number people read group ac
351,2204,2,edu image graphics com file software,0.438,0.686,0,space nasa launch earth data research,sci.space,comp.graphics,sci.space,nick given heard shuttle software level strongly doubt having lots bugs case level different levels heard care used measure software process entire process software gets designed written tested supported software process excellent software engineering text levels software process initial defined man
352,2254,3,don just like people think know,0.438,0.730,0,space nasa launch earth data research,sci.space,sci.med,sci.space,background theoretical concept drive using drive spacecraft idea devices plate attached main spacecraft shock wave transfer ship atmosphere energy explosion atmosphere shock wave plate vacuum things going hit plate fusion products bomb radiation light heat products work radiation especially given ma
353,1292,3,don just like people think know,0.436,0.702,4,gun guns file law people firearms,sci.space,sci.med,talk.politics.guns,george called majority rules sorry don like suggest modify constitution include constitutional right dark theory government majority rules nature fundamental civil rights really legislation create dark sky light protected kind like national radio did know near radio telescope observatory west virgin
354,1410,3,don just like people think know,0.435,0.781,0,space nasa launch earth data research,comp.graphics,sci.med,sci.space,exist number licensed make includes extra bus making like
355,2542,3,don just like people think know,0.435,0.718,2,edu image graphics com file software,talk.politics.guns,sci.med,comp.graphics,edu party line thank jim welcome actually probably committed ultimate college student liberal liberal mike
356,615,0,space nasa launch earth data research,0.432,0.680,3,don just like people think know,sci.space,sci.space,sci.med,actually longer true years congress laws provide needed note comet funded way problems aren legal technical problem nasa culture allen
357,1035,3,don just like people think know,0.431,0.726,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,alcohol banned today difficult large scale operation cops just military communications intelligence gathering similar country greatly decreased value pound low compared simply worth risk domestic pressure domestic note domestic strong small volume goes long way make alcohol stronger proof good dolla
358,108,2,edu image graphics com file software,0.430,0.683,3,don just like people think know,comp.graphics,comp.graphics,sci.med,look edge consider connected edge edge appear appear edges surface travel edge bad assuming warning warning warning acceptable surface pick edge edge surface edge pick edge mark face containing edge oops make sure edges consistent face wrong mark edges add check especially don let remove edge marked
359,1246,0,space nasa launch earth data research,0.425,0.667,3,don just like people think know,sci.space,sci.space,sci.med,hmmm recall solid state record players wasn better performance lower unit cost vacuum tube systems mind vacuum tube fan solid state mid died doubt account biased
360,1499,2,edu image graphics com file software,0.423,0.721,3,don just like people think know,sci.med,comp.graphics,sci.med,spend time dealing quality stuff hot number journals worth looking quality review bulletin pub joint organizations quality health care publishing group box
361,2516,3,don just like people think know,0.421,0.686,0,space nasa launch earth data research,sci.space,sci.med,sci.space,folks exactly certain best place ask searching summer engineering early aerospace engineering fall does know available process larger companies martin lockheed knows appreciate mail thanks advance
362,1572,2,edu image graphics com file software,0.419,0.689,3,don just like people think know,comp.graphics,comp.graphics,sci.med,binary forget answer question life universe quote douglas adams round way course question discovered mark university texas center graphics facility utexas edu utexas edu utexas edu
363,1708,0,space nasa launch earth data research,0.419,0.689,3,don just like people think know,sci.space,sci.space,sci.med,read article computer technology stated new computer technology actually lower replaced silicon effective products available capable silicon multi single argument new technologies future higher performance lower cost higher think fit model certainly launch weight offers greater cycle times lower cos
364,2075,2,edu image graphics com file software,0.416,0.691,0,space nasa launch earth data research,sci.space,comp.graphics,sci.space,trying mailing addresses following companies specifically need addresses offices like bureau companies orbital sciences corp know seattle space houston space anybody point right direction prefer email response post summary sufficient exists thanks
365,12,2,edu image graphics com file software,0.415,0.821,1,year game team good games hit,rec.sport.baseball,comp.graphics,rec.sport.baseball,somebody tell dodgers newsletter net subscribe thanks
366,1364,3,don just like people think know,0.414,0.760,0,space nasa launch earth data research,sci.space,sci.med,sci.space,thanks final question wasn known thread came issue scientific american article photo project scientist nasa gamma ray observatory person mark toronto information want information com
367,554,3,don just like people think know,0.413,0.726,1,year game team good games hit,rec.sport.baseball,sci.med,rec.sport.baseball,stuff inning scores deleted just exact time message results game necessary thanks hernandez posts daily standings results day supposed just wondering meant entirely service entire baseball world usenet especially east coast final scores west coast games newspapers late helpful fans countries receive
368,506,3,don just like people think know,0.412,0.710,0,space nasa launch earth data research,sci.space,sci.med,sci.space,reply address mark org gov article jsc nasa gov brief manned lunar exploration crystal city virginia thanks typing steven hope decide pat net use eyes ears plan minutes away home report perspective sci space going send maybe plan cross briefly maintain list going mark org
369,844,0,space nasa launch earth data research,0.411,0.726,3,don just like people think know,sci.space,sci.space,sci.med,schools rich individuals people million dollars mail people claimed person space pound send person space split rest money ground crew attempts launch methods clearly dangerous environment usage materials areas planetary importance yes talk lobby people major problem space talk action
370,1996,3,don just like people think know,0.408,0.709,2,edu image graphics com file software,comp.graphics,sci.med,comp.graphics,works fine think remember reading displays bit course colors use miller mad craft camp edu university dark craft camp edu
371,242,1,year game team good games hit,0.406,0.772,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,lucky account number accurate big hope think day wall section expos identify messages subject line importance work john palmer concluded able resources gone archives sent send official introduction deep drive wonder need project research archive changed send suggestions study address given just thin
372,1351,4,gun guns file law people firearms,0.403,0.740,3,don just like people think know,sci.med,talk.politics.guns,sci.med,particularly citizens like difficult situation citizens vote non citizens little non citizen middle processing status sense program status
373,2375,4,gun guns file law people firearms,0.402,0.752,2,edu image graphics com file software,talk.politics.guns,talk.politics.guns,comp.graphics,running daily summary randy weaver kevin harris trial summaries sent primarily mailing lists wondering people interested seeing post email drew
374,2158,3,don just like people think know,0.398,0.741,2,edu image graphics com file software,sci.space,sci.med,comp.graphics,looking source orbital element sets space command believe compuserve let know possible sources reach thanks
375,248,3,don just like people think know,0.397,0.906,1,year game team good games hit,sci.space,sci.med,rec.sport.baseball,missed big difference plane exactly state positions equal addition proposed bob
376,1579,2,edu image graphics com file software,0.396,0.824,3,don just like people think know,sci.med,comp.graphics,sci.med,provide information chemical agent tear gas used recently waco just effects body gsfc nasa gov regards code gsfc doug maryland
377,2563,4,gun guns file law people firearms,0.394,0.738,2,edu image graphics com file software,sci.space,talk.politics.guns,comp.graphics,tom subject computer cult scott apr received org apr date apr message org scott scott scott subject stand status city stand entered week today authorities reported progress cult leader steve jobs situation inside compound reports suggest half hundreds followers inside claim staying free jobs manner 
378,1267,1,year game team good games hit,0.391,0.715,3,don just like people think know,rec.sport.baseball,rec.sport.baseball,sci.med,hello like learn score watch ball games using official scoring methods instructions use appreciate mike
379,1593,1,year game team good games hit,0.380,0.926,3,don just like people think know,talk.politics.guns,rec.sport.baseball,sci.med,admit acts expect dave netcom com
380,2227,2,edu image graphics com file software,0.379,0.799,3,don just like people think know,sci.space,comp.graphics,sci.med,pictures space related items space station designs finished don know check adult files mean maybe gif files create slide shows think
381,1357,2,edu image graphics com file software,0.372,0.698,1,year game team good games hit,rec.sport.baseball,comp.graphics,rec.sport.baseball,supposed just wondering service entire baseball world usenet especially east coast final scores west coast games newspapers late helpful fans countries receive weekly scores updates week requested kind service previously available bbs pay news services way free charge copyright restrictions remember
382,464,0,space nasa launch earth data research,0.367,0.720,2,edu image graphics com file software,sci.space,sci.space,comp.graphics,did russian spacecraft ill mission years ago send images moon does know ftp site thanks
383,1233,2,edu image graphics com file software,0.367,0.870,3,don just like people think know,comp.graphics,comp.graphics,sci.med,speaking licensed games media international following recently posted message section forum seventh guest licensed games interactive media international rights licensed graphics using potential meaning using additional memory motion video capabilities europe available licensed don know available wor
384,2361,3,don just like people think know,0.357,0.830,4,gun guns file law people firearms,talk.politics.guns,sci.med,talk.politics.guns,interested just finished talking representative bob campaign position texas complete term representative said did position comment specific legislation comment available various versions brady
385,1788,4,gun guns file law people firearms,0.355,0.756,0,space nasa launch earth data research,sci.space,talk.politics.guns,sci.space,unfortunately launch citizen need launch permit office commercial space transportation think difficult permit weapon roughly rules actually complex ways result
386,668,0,space nasa launch earth data research,0.354,0.834,2,edu image graphics com file software,sci.space,sci.space,comp.graphics,make copies aerospace pay copyright fee
